price,bedRooms,pathRooms,sqftLiving,sqftLot,latitude,longitude
221000,3,1,1240,5250,47.4917,-122.206
466000,4,2.25,2170,8050,47.7354,-122.174
197500,3,1,1330,5412,47.2053,-121.993
280000,3,3,1390,1080,47.5325,-122.282
412000,2,1.5,1240,3873,47.5752,-122.388
454000,2,1,880,6731,47.5694,-122.395
900000,5,2.25,2510,35691,47.6435,-122.154
290000,3,1.75,2060,7251,47.3569,-122.175
160000,2,1,930,7742,47.507,-122.302
325000,2,1,1060,6050,47.7028,-122.321
185000,2,1,670,6750,47.4521,-122.283
477000,3,2,1750,4990,47.6667,-122.361
530000,4,2.25,2410,14985,47.4278,-122.343
203000,3,1,1150,7156,47.4864,-122.317
599000,4,2.5,2480,5000,47.6811,-122.035
500000,3,1,1150,5100,47.5349,-122.384
527200,3,1.75,1460,4000,47.5768,-122.307
549900,5,2.75,3060,7015,47.5052,-122.372
760000,4,2.5,3520,8095,47.7065,-122.109
319000,2,1,960,4400,47.5269,-122.264
362300,3,2.5,2430,15264,47.3805,-122.208
421000,3,2.5,1930,4505,47.3459,-122.326
640000,3,2.5,2790,31798,47.5241,-122.039
238000,4,1.75,1650,6900,47.2802,-122.211
789000,3,3,3740,39640,47.4036,-122.462
302500,3,2.5,1690,4476,47.3663,-122.114
259950,4,1.75,1400,7920,47.4658,-122.184
585000,3,1.75,2220,216493,47.6624,-121.951
345000,3,1,1120,10176,47.5235,-122.277
539000,4,2.5,2340,19850,47.7672,-122.306
900000,3,2.5,1920,7200,47.5709,-122.408
345000,3,1.75,1540,6909,47.7451,-122.313
1206500,3,2.75,3150,5520,47.6345,-122.302
495000,2,1.75,1280,4000,47.5798,-122.383
535000,2,1,980,4120,47.6815,-122.291
305000,4,2,2470,1831,47.4645,-122.337
799000,4,2.5,2590,7910,47.6978,-122.284
467000,3,2.25,1270,1213,47.6736,-122.375
263000,3,1,1250,7560,47.4493,-122.173
760000,4,2.5,4660,7157,47.5352,-122.156
245000,3,2,1490,7929,47.2875,-122.218
240000,3,1,1030,15264,47.5016,-122.168
407500,2,1,770,6017,47.7223,-122.321
291700,3,2.5,1970,4120,47.5328,-122.346
800000,4,2.5,2680,7200,47.6835,-122.187
710000,4,2.75,2090,8064,47.6829,-122.195
641000,4,2.5,2770,63118,47.6622,-121.961
865000,4,2.5,2260,13600,47.5436,-122.233
2485000,4,2.5,3440,23954,47.5636,-122.231
810000,4,1,2150,3588,47.5767,-122.378
316750,3,2.5,1256,1154,47.7146,-122.311
652500,4,2.25,2220,130244,47.4989,-121.9
560000,4,3,2170,5764,47.5673,-121.999
280000,3,1,1020,8400,47.4905,-122.18
289950,3,2.5,1760,8584,47.4612,-122.325
415900,3,2.5,1670,22703,47.4708,-121.756
296000,4,1.5,1370,9750,47.4718,-122.323
390000,3,2.25,1650,6250,47.5639,-122.4
425000,3,1,1180,3750,47.5726,-122.382
886000,3,2.25,2380,6000,47.6472,-122.393
540000,4,1.75,1630,6120,47.6821,-122.31
405000,3,1,1250,7280,47.6986,-122.129
390000,4,2.5,2490,8290,47.3305,-122.171
441500,3,2.5,2360,4670,47.537,-121.871
668500,4,2.5,2710,5500,47.6027,-122.023
540000,5,1.5,1940,10202,47.7213,-122.31
736000,4,2.5,2290,12047,47.5599,-122.105
670000,3,1.5,1490,4400,47.6113,-122.292
1130000,4,1.75,2370,8400,47.6716,-122.264
650000,4,2,1930,3976,47.6117,-122.297
413500,2,1,770,4000,47.6959,-122.364
556000,4,2.5,2240,5402,47.772,-122.35
423000,4,2.5,2320,4254,47.48,-122.137
173250,3,1,990,12696,47.4776,-122.279
646000,5,2.75,2870,4461,47.675,-122.39
1075000,5,4.75,5180,17811,47.5405,-121.868
558000,4,2,2180,3870,47.6089,-122.303
354000,2,1,850,5225,47.5311,-122.38
1195000,4,4,4050,9517,47.5769,-122.215
267500,2,1,1747,12250,47.3282,-122.285
430000,4,1.75,2070,9120,47.6045,-122.123
775000,5,1,1860,3040,47.6559,-122.339
336000,3,2,1060,11765,47.7333,-122.302
300000,4,2.5,2890,17349,47.2822,-122.34
420000,3,1,1060,6000,47.5427,-122.275
266000,3,1.5,1120,8250,47.4905,-122.179
440000,4,1.5,1770,5750,47.5621,-122.394
630000,2,1.75,1260,5300,47.6809,-122.348
424000,3,1.75,1430,6818,47.7271,-122.196
248500,4,1.75,1720,10018,47.3614,-122.119
538000,4,2.5,3260,10032,47.7203,-122.323
530000,4,2.5,2050,6360,47.5641,-122.011
925000,4,3,3580,35261,47.7577,-122.134
405100,2,1,840,3522,47.6575,-122.395
425000,3,2.25,1260,3000,47.5454,-121.997
287000,3,2.5,1710,10341,47.3494,-122.171
666000,3,2.25,2780,31510,47.67,-122.024
1490000,5,3.5,3620,7821,47.5738,-122.215
353000,4,2.75,1920,4627,47.5003,-122.23
260000,2,1,750,6720,47.552,-122.31
921000,3,2.25,2380,11200,47.5873,-122.193
319000,2,1,750,6380,47.7033,-122.308
280000,3,1,1160,10881,47.6339,-122.033
220000,3,1,1050,6300,47.5128,-122.374
219000,3,1.5,1740,5200,47.3657,-122.094
372977,3,2.5,1690,1618,47.5518,-121.998
1850000,5,2.25,2800,8442,47.5784,-122.076
490000,3,1.75,1660,8208,47.5919,-122.154
154000,2,1,1040,20524,47.6981,-121.875
248500,3,1.75,2090,12026,47.3095,-122.217
390000,3,2.75,1950,12240,47.7401,-122.258
310000,3,1.75,1140,8263,47.7407,-122.327
260000,5,2.5,2580,11250,47.397,-122.313
470000,4,2.5,2320,12042,47.763,-122.16
429000,3,2.5,2530,8820,47.42,-122.205
220000,4,2,1400,7140,47.7719,-122.309
716100,3,1,1640,4000,47.6563,-122.351
371000,4,1,1960,94525,47.5418,-121.962
937500,3,1,1320,8500,47.6187,-122.226
616000,3,3.25,2130,2306,47.5424,-122.391
259000,3,2,1390,7120,47.3786,-122.179
538000,3,1.75,1400,3825,47.6793,-122.393
310000,3,2.5,1670,4220,47.3834,-122.028
227500,3,1,1540,9450,47.3612,-122.315
274000,4,2.25,2090,7400,47.3178,-122.38
650000,4,2.25,1910,5120,47.6534,-122.409
353000,3,2,1678,13862,47.3744,-122.19
600000,2,1.75,2080,13054,47.7435,-122.292
567000,3,2.5,2540,6093,47.7042,-122.236
225000,5,1.5,1790,11656,47.3961,-122.308
370000,2,1,900,4600,47.6918,-122.361
285000,3,1,1440,4268,47.5468,-122.293
475000,4,2.5,2240,7245,47.7161,-122.17
410000,4,2.5,3320,5034,47.4011,-122.164
895000,4,2.25,1950,5950,47.639,-122.347
375000,3,1.5,1240,7733,47.714,-122.283
650500,3,1.75,1740,4400,47.6115,-122.292
689000,4,2.75,3220,16145,47.5786,-121.995
415000,3,1.75,1960,5000,47.5576,-122.317
318000,5,2.5,2820,9956,47.4715,-122.33
215000,3,1,1260,7897,47.1946,-122.003
339900,3,2.5,2420,7423,47.3199,-122.186
430000,4,1,1350,9000,47.6953,-122.332
454000,5,2.25,2550,9200,47.4673,-122.363
359000,3,2.5,2430,7857,47.4546,-122.211
210000,2,1,1040,4590,47.5078,-122.337
440000,3,2.5,2160,3738,47.5661,-122.375
525000,3,2.75,2100,10362,47.4347,-121.417
285000,3,1.75,1160,7006,47.1937,-121.98
147500,3,1.5,1230,10125,47.397,-122.299
382500,3,1.75,1040,9000,47.5253,-122.043
2048000,5,4,4690,8208,47.6321,-122.304
596000,4,2.25,2270,10000,47.5599,-122.142
325000,3,2.5,1880,6818,47.4206,-122.183
679950,4,2.5,2850,5664,47.5835,-121.996
228000,0,1,390,5900,47.526,-122.261
475000,2,1.75,1490,224334,47.2645,-122.163
275000,3,1.75,1300,20700,47.5587,-121.904
369500,3,1.75,1300,20700,47.5587,-121.904
215000,4,2,1540,7575,47.3664,-122.279
849000,5,3.25,2450,6534,47.688,-122.281
261000,4,1,1390,17739,47.3457,-122.302
275000,3,2,1910,8050,47.37,-122.17
325000,4,2.25,2460,7620,47.5285,-122.345
952000,2,1.75,3490,88909,47.5462,-122.112
365000,3,2.5,2200,7350,47.4395,-122.161
487275,4,2.5,2400,3986,47.5344,-121.877
310000,3,2.5,1670,5791,47.4424,-122.188
325000,3,1.75,2920,10573,47.4429,-122.195
350000,2,1,910,4500,47.5633,-122.289
240000,4,2.5,1980,7264,47.3678,-122.019
186000,3,1,1200,10080,47.3261,-122.135
475000,4,2.5,3150,5757,47.4568,-122.117
815000,5,3.5,3500,10794,47.5887,-121.974
419500,3,2.5,1360,3188,47.6831,-122.096
298700,3,2.25,2110,7350,47.3088,-122.341
549000,2,1,2034,13392,47.3312,-122.503
925000,5,3.5,4050,13495,47.4384,-122.352
620000,5,3,2540,11422,47.5459,-122.176
450000,3,1.75,1160,6120,47.6926,-122.287
1895000,5,2.25,3120,16672,47.6458,-122.219
1940000,5,2.25,3120,16672,47.6458,-122.219
820000,3,2.5,2980,18935,47.7133,-122.079
653000,3,3,3040,5067,47.5409,-122.267
220650,2,1.75,1460,10500,47.4461,-121.768
300000,5,3,1940,6355,47.498,-122.322
360000,4,2.5,1950,5451,47.4341,-122.144
672500,3,2.5,2450,5760,47.6145,-122.026
440000,4,1.5,1690,3245,47.5445,-122.375
1400000,3,2.5,2550,7200,47.5996,-122.288
590000,4,2.5,2290,11072,47.6283,-122.03
266500,4,1.75,1880,7632,47.3068,-122.372
635000,4,2.5,2930,8679,47.5164,-122.19
559000,3,2.5,3110,217800,47.3281,-122.124
895000,4,2.5,3480,38985,47.6895,-122.052
650000,4,2.25,2440,9320,47.5933,-122.135
329999,3,2.75,3360,41250,47.2604,-122.023
572000,5,2.25,2340,9225,47.6369,-122.098
452000,2,1,980,5000,47.6744,-122.369
278000,4,2,1480,6324,47.6147,-122.302
214100,2,2.5,1150,2064,47.3516,-122.292
317000,3,2.5,1840,5011,47.3555,-122.054
1000000,4,3.5,3180,12528,47.7058,-122.379
1000000,5,2.75,1510,5700,47.6653,-122.27
525000,4,2.5,3070,7200,47.4899,-122.138
436000,3,2.25,1800,6680,47.7293,-122.223
450000,3,1.75,1540,9154,47.6207,-122.042
1575000,4,3.5,5830,131116,47.5986,-121.949
749000,3,2.5,3380,7126,47.6276,-122.122
330000,3,1.5,1440,7875,47.4561,-122.148
528000,3,2.5,2810,4932,47.7739,-122.227
385000,4,3,2090,5102,47.5427,-122.356
825000,4,3.25,4110,14219,47.7382,-122.264
815000,5,3.25,3230,5000,47.5202,-122.393
625000,4,2.5,2601,34335,47.742,-122.087
210000,3,1,1660,7440,47.5242,-122.362
599000,4,1,1590,4280,47.667,-122.335
860000,3,1.75,1860,5584,47.637,-122.4
476900,3,1,1240,5758,47.5675,-122.396
450000,4,2.5,2500,36254,47.4685,-122.004
790000,5,3.25,3030,20446,47.6133,-122.106
490000,3,2,2220,10275,47.5304,-122.055
385000,3,1.75,1180,10541,47.6348,-122.032
395000,3,1.75,1620,8085,47.7349,-122.197
650000,2,1,1030,5750,47.5861,-122.391
547000,5,2.5,2200,4080,47.6872,-122.35
365000,3,1,1090,6435,47.5334,-122.365
699000,5,2.75,2970,36817,47.7731,-122.139
446000,4,1.75,1730,5922,47.7188,-122.321
226550,3,1,990,4440,47.522,-122.354
439950,3,2.25,2170,15000,47.3863,-122.158
453000,4,2,1880,5100,47.6872,-122.349
219950,3,1,1300,9620,47.282,-122.331
600000,3,2.5,4930,77536,47.7634,-122.139
464000,3,2.5,2460,5400,47.5231,-122.202
415000,3,1.75,1270,4800,47.5362,-122.376
550000,4,2.75,3080,6731,47.4522,-122.118
280000,3,2,1470,8089,47.3878,-122.316
195000,3,1,1070,7615,47.3189,-122.373
440000,3,2.5,1040,1032,47.6673,-122.377
515000,2,1,970,3300,47.6609,-122.343
560000,3,1.75,2340,12443,47.5432,-122.177
340000,3,1.75,1880,11249,47.3295,-122.257
600000,2,1,1110,3500,47.6453,-122.327
764000,4,2.5,2790,7938,47.6223,-122.026
249000,4,1,1200,7552,47.5317,-122.37
250000,4,1,1550,7296,47.5184,-122.366
1100000,4,3.75,5070,60123,47.6567,-122.004
670000,3,1.75,1850,8160,47.7241,-122.363
479990,3,2.5,2010,2386,47.5525,-121.998
607000,3,2.75,2810,12813,47.6796,-122.114
731100,3,2.5,2060,8778,47.5245,-122.384
859000,3,2.5,2920,434728,47.3809,-122.13
435000,4,2.5,2130,10375,47.4381,-122.16
465000,3,3,2290,15600,47.3558,-122.29
740000,3,1,1230,6380,47.6947,-122.315
740000,3,1.75,2020,9478,47.5383,-122.238
250000,3,2,1430,7280,47.3742,-122.18
643000,3,1.5,1780,214315,47.7631,-122.028
469950,3,3.25,1760,1778,47.7201,-122.301
350000,3,2,1680,81893,47.3248,-122.179
803000,2,1,1440,33747,47.7223,-122.209
823000,3,2.5,2560,9825,47.5497,-122.145
961500,3,2.5,3910,14000,47.6374,-122.12
490000,3,2.5,2010,9725,47.568,-122.018
619000,4,2,2300,3400,47.678,-122.361
569950,5,2.75,2510,28185,47.7719,-122.282
422500,3,1.75,1560,7245,47.6868,-122.119
400000,4,3.5,3350,9681,47.3978,-122.322
310000,4,2.5,2430,5499,47.3779,-122.125
492000,3,2.25,2100,7335,47.647,-122.061
470000,4,2.75,2310,7350,47.7505,-122.182
308130,4,2.5,2300,7500,47.4125,-122.33
235000,2,1,1500,8015,47.5027,-122.348
215000,3,1,1150,7560,47.4613,-122.184
210000,4,1.5,1920,10403,47.2987,-122.366
510000,3,2.5,2540,40106,47.6037,-122.043
300000,4,1.75,2200,7600,47.3131,-122.191
528000,5,1.75,2140,8580,47.6625,-122.178
507000,5,3.25,3850,16249,47.3324,-122.168
770000,4,3.25,4270,6384,47.5362,-121.874
220000,1,1.5,1100,3451,47.3829,-122.322
700000,4,1.5,2470,6000,47.6365,-122.391
320000,3,2.5,2130,6969,47.3655,-122.027
565000,4,2.5,2240,14667,47.5276,-122.161
800000,4,2.75,3010,7427,47.7068,-122.112
395000,3,2.5,2250,3757,47.4787,-122.129
370000,5,3,2220,5185,47.543,-122.29
169000,3,1,910,7686,47.3405,-122.288
1297000,6,2.75,2630,9420,47.6695,-122.337
1500000,4,2.75,2930,25697,47.6264,-122.226
395000,4,2.5,2810,10951,47.3249,-122.187
290256,3,2.25,1720,7885,47.3136,-122.344
279950,3,1.75,1530,8800,47.4483,-122.158
478000,3,2.25,1640,3896,47.5689,-122.006
835000,3,2.25,2520,6690,47.5705,-122.381
220000,3,1.75,1900,7680,47.5081,-122.266
243500,2,1,900,5016,47.542,-122.282
329000,4,2,1850,9126,47.5009,-122.164
355000,3,2.5,2110,4038,47.3875,-122.153
678500,3,2.75,1210,3600,47.6798,-122.354
850000,3,2.25,3000,18450,47.7274,-122.062
572000,3,2.75,2200,3885,47.6171,-122.028
285900,5,1.5,1690,7725,47.3859,-122.288
352000,2,0.75,760,33801,47.4703,-122.076
500000,4,2,2330,7778,47.7109,-122.323
655000,6,5,2850,6600,47.6813,-122.187
335000,3,2.75,1990,19991,47.7434,-122.106
250000,3,2,1170,7258,47.3333,-122.266
278500,3,1.75,1390,8980,47.2015,-122.005
260000,4,1.5,1540,7300,47.3317,-122.276
239000,4,1,1280,8316,47.4989,-122.302
600000,4,2.5,2990,5122,47.5773,-122.055
299000,3,1,1520,8320,47.7699,-122.335
760000,5,1.5,3050,2992,47.621,-122.302
545500,3,2.5,1560,9361,47.5591,-122.295
450000,3,1.75,1180,4080,47.6825,-122.391
610000,3,1,1000,4959,47.6629,-122.277
382000,3,2.25,1750,15528,47.7739,-122.274
260000,2,1,770,7906,47.766,-122.32
344000,5,2,2130,8412,47.7403,-122.318
379000,5,2.5,2803,8550,47.3032,-122.306
424240,3,2,2080,12094,47.7035,-122.164
589950,3,2,2080,12094,47.7035,-122.164
658000,3,1,1290,12005,47.6835,-122.199
600000,3,1,1040,5000,47.6754,-122.359
815000,4,2.5,3880,7208,47.5841,-121.971
535000,4,2.25,1860,3766,47.5699,-122.006
385000,5,1.75,2190,8250,47.4887,-122.223
307000,3,1.5,2320,7500,47.7413,-121.979
288000,3,2.5,1370,9253,47.3717,-122.073
226450,3,1.75,1730,7200,47.3774,-122.236
350000,3,1,1300,10236,47.5028,-121.77
322200,4,2.25,2010,19000,47.3734,-122.119
279000,4,1,1210,6000,47.5026,-122.234
294950,3,1,1240,8840,47.7277,-122.308
335000,3,1.75,1270,4800,47.693,-122.361
1155000,4,2.25,2980,8051,47.6426,-122.409
495000,2,1,1670,14695,47.7001,-122.2
350000,4,2.5,2140,7095,47.3528,-122.057
368500,5,2.75,2530,7601,47.4683,-122.263
99000,2,1,960,8236,47.4698,-122.166
1070000,4,3.75,4130,12320,47.5194,-122.151
430000,4,1.75,1710,7724,47.7721,-122.293
1122500,4,3.25,4750,62365,47.7149,-122.099
915000,4,2.5,3400,35062,47.7168,-122.113
349000,4,2.5,1800,7620,47.4346,-122.201
321027,4,2.25,2820,16770,47.3186,-122.364
194990,6,2.5,1560,7144,47.5335,-122.272
210000,3,2.25,1720,9435,47.2979,-122.377
478000,4,2,1690,8208,47.6052,-122.126
385000,4,2.5,1620,5280,47.5132,-122.384
595000,4,2.5,2360,43017,47.774,-122.077
279000,3,1.5,1780,16000,47.419,-122.322
474000,4,2.25,1960,14834,47.7434,-122.095
303500,4,2.5,1920,7345,47.3526,-122.055
350000,3,1.75,1470,8645,47.7524,-122.323
367500,5,3,2980,10064,47.7372,-122.316
585000,3,1.75,1790,87213,47.732,-122.077
482975,3,2.25,2130,8801,47.7462,-122.29
570000,4,2,1790,7800,47.6266,-122.103
620000,4,2.5,2690,32780,47.6612,-121.955
766950,3,2.5,3030,30007,47.743,-122.036
335000,2,1.75,1000,5100,47.6787,-122.391
307000,4,2.75,2520,6964,47.4038,-122.175
404000,3,1,1420,8160,47.7164,-122.306
572650,4,2.5,2250,11349,47.7111,-122.239
185850,3,1.5,1630,11662,47.4455,-122.278
610000,6,2.5,3610,12033,47.7692,-122.219
779000,3,1.75,2320,6400,47.6449,-122.389
695000,5,3,3290,14134,47.6708,-122.14
475226,3,2.5,2120,4512,47.75,-122.183
638000,3,2.5,2170,5000,47.5453,-121.996
214000,3,2,1580,5080,47.4963,-122.35
600000,3,2.75,3580,14217,47.3244,-122.379
575000,3,2.5,2120,4780,47.681,-122.032
323000,4,1.75,1310,9690,47.7559,-122.226
200000,3,1,1010,8108,47.735,-122.309
295000,2,1.75,2200,89298,47.4633,-121.976
497000,3,2.25,1450,1387,47.6765,-122.302
520000,4,2.5,2280,8798,47.7471,-122.247
365000,4,3.5,2720,6781,47.4612,-122.215
459900,3,2.25,2250,8000,47.7229,-122.202
158000,3,2,1090,6090,47.5118,-122.259
439950,4,2.25,2780,15075,47.477,-122.116
530000,4,4.5,4060,10800,47.4241,-122.29
785000,4,2.5,3270,9578,47.5373,-122.051
433000,3,1.75,2160,8565,47.7664,-122.262
232000,3,1,840,6540,47.3743,-122.116
675000,3,1.75,1680,10500,47.6098,-122.169
680000,4,2.75,2720,54048,47.7181,-122.089
290000,3,1.5,1310,8100,47.7328,-122.201
605500,3,2.5,2830,6536,47.7462,-122.172
342000,3,1,1260,6826,47.731,-122.303
340000,3,1,670,23522,47.5329,-121.89
805000,5,3,2240,18265,47.5171,-122.029
250000,3,1,990,8062,47.4151,-122.334
325000,3,2.5,1580,4698,47.3539,-122.025
270000,4,1.75,1560,4290,47.5292,-122.323
259950,3,1,1460,5825,47.4958,-122.191
1780000,4,3.25,4890,13402,47.5303,-122.131
299950,3,1,1580,5250,47.4964,-122.168
483000,3,2.25,2100,43560,47.7511,-122.072
719000,3,2.5,1690,4500,47.5841,-122.383
845800,4,3.5,3020,12750,47.6524,-122.184
352500,3,1.75,1170,8182,47.7368,-122.298
347000,3,1,1270,8400,47.7604,-122.198
560000,4,2.75,1950,6192,47.5698,-121.999
323000,4,2.75,2230,50094,47.2576,-122.099
595000,3,1.75,2220,22081,47.4693,-122.364
410000,4,1,1140,7208,47.742,-122.173
258000,3,2,1680,19978,47.3924,-122.308
329950,4,1,1360,5900,47.7512,-122.318
836000,4,2.5,2450,12987,47.6197,-122.15
864000,4,2.5,3720,105850,47.655,-122.029
130000,2,1,790,7500,47.4007,-122.294
765000,2,1.75,1660,4000,47.6394,-122.28
255000,3,1.5,1420,7480,47.4651,-122.184
268000,3,1.75,1250,5546,47.4725,-122.187
304000,4,2,1810,8750,47.4307,-122.17
325000,3,1.5,2120,41325,47.2906,-122.055
365000,2,1,1390,8336,47.4646,-122.361
482000,4,2.25,2240,8322,47.728,-122.206
682000,3,1.75,1830,5120,47.6051,-122.311
657500,3,1.75,980,6002,47.6643,-122.203
425000,3,1.5,1660,5665,47.5391,-122.274
540000,4,2.5,2329,9436,47.7366,-122.204
578000,3,2.25,1790,9580,47.5541,-122.162
1086000,3,3,2830,6041,47.5694,-122.283
485000,3,2.5,2540,51836,47.389,-122.088
355000,4,2,1870,3497,47.5309,-122.347
515000,4,2.25,2200,6967,47.7355,-122.202
309000,3,1,1300,7200,47.5063,-122.369
815000,5,2.25,3410,35536,47.65,-122.155
288000,3,1.75,1660,10440,47.4448,-121.77
354000,3,1.75,1260,12330,47.7412,-122.095
435000,3,2.5,1420,2581,47.7027,-122.357
377000,4,1.75,1800,8385,47.7744,-122.338
260000,3,2,1030,7260,47.5113,-122.347
538000,3,1.75,1770,8050,47.5862,-122.118
428400,4,2.5,2650,6000,47.3768,-122.028
587000,4,2.75,2210,8430,47.5994,-122.017
355000,4,2.5,2390,6775,47.4811,-122.182
340000,4,2.5,2160,5455,47.4799,-122.183
630000,4,2,2000,5000,47.5787,-122.293
227000,3,1,1280,7198,47.2094,-121.996
600000,4,2.75,2810,17674,47.6745,-122.144
540400,4,1.75,1680,6758,47.641,-122.113
569000,3,2.5,2150,8060,47.6952,-122.188
735000,3,2.5,2820,8159,47.5527,-121.992
434000,3,2.25,1750,9353,47.7305,-122.225
578888,2,2,1060,4000,47.6626,-122.337
280500,4,2.75,2660,7754,47.3078,-122.337
539950,2,2,1670,3507,47.5545,-122.003
250000,3,2.5,1790,6191,47.4102,-122.195
266000,3,2.5,1940,8547,47.3491,-122.177
530000,3,2.25,1264,1536,47.6694,-122.279
302282,2,1,1095,5120,47.6058,-122.313
625000,4,2,1760,5307,47.6714,-122.28
334000,3,1.75,1400,7405,47.7569,-122.334
362000,5,3,1810,3000,47.5622,-122.291
227500,3,1,1150,8848,47.3626,-122.111
353000,4,1.75,1780,9794,47.7419,-122.073
500000,4,3,2450,4668,47.7721,-122.235
360000,1,2.25,2060,10600,47.3291,-122.304
365000,2,2,1440,15000,47.7648,-122.159
450000,3,1.75,2150,13789,47.7591,-122.295
1880000,3,2.75,2620,17919,47.6144,-122.228
235000,3,1.75,1840,9697,47.3764,-122.179
362000,3,2.25,1640,14374,47.4476,-122.332
350000,4,2.75,2500,11659,47.3381,-122.332
1691000,4,3.5,4020,13515,47.6462,-122.212
269000,4,2.5,1594,7665,47.3262,-122.211
270000,3,1,1130,7920,47.4852,-122.125
487000,2,1,1440,4046,47.6901,-122.382
835000,4,3.25,3270,6027,47.6346,-122.063
318000,3,1,1010,7200,47.7601,-122.307
510000,3,2,1420,11325,47.5356,-122.046
439900,5,3.5,3390,7950,47.4792,-122.181
885000,4,2.5,4090,11225,47.581,-121.971
406000,3,1.75,1390,7904,47.4892,-122.181
350000,3,1.75,1900,10225,47.4781,-122.357
350000,2,0.75,1392,43710,47.4491,-122.453
450000,5,2,1870,7344,47.5951,-122.144
619950,2,1,1520,5400,47.6796,-122.279
489000,3,2.5,2260,19821,47.448,-122.088
672500,4,2.5,2650,11108,47.6304,-122.051
352500,3,1,1000,4171,47.6834,-122.097
258750,4,2,2300,8400,47.3282,-122.332
350000,3,1,1080,7000,47.7637,-122.351
378500,2,1,730,7528,47.6997,-122.305
1017000,4,1.75,2600,41041,47.6634,-122.172
487000,2,2.5,1470,2533,47.6874,-122.165
538000,3,3.5,2620,10137,47.4979,-122.371
898000,5,1.5,2680,28014,47.6348,-122.196
315000,4,2,2020,7767,47.3391,-122.309
800000,3,2.5,2100,4440,47.5865,-122.397
355425,4,2.5,3238,9112,47.4005,-122.311
689000,4,2.5,2020,9600,47.5434,-122.395
430000,5,2.5,3860,42733,47.3117,-122.254
299500,4,2.25,1600,15312,47.4629,-121.743
349950,4,2.5,2090,5289,47.4289,-122.164
1419000,5,3.25,4020,4500,47.6349,-122.204
998000,4,2.25,2910,10189,47.5465,-122.155
329000,3,1,900,9600,47.7423,-122.173
529900,5,2.25,3030,9430,47.7515,-122.353
725000,4,1.75,2190,9400,47.6531,-122.196
286000,3,2.5,1680,5000,47.3196,-122.395
510000,4,2.75,3180,13348,47.7439,-121.977
1000000,4,1.5,2100,4560,47.6497,-122.336
1000000,3,1,1540,24500,47.7213,-122.29
309950,4,1.75,1450,10074,47.4546,-122.182
395000,3,2,1590,10229,47.7239,-122.227
798000,4,3.25,3500,10260,47.5902,-122.13
380000,2,2,1370,5756,47.714,-122.205
325000,3,2.5,2220,6049,47.3972,-122.182
336000,3,2.5,2110,4549,47.3885,-122.154
472000,5,2.25,1780,7245,47.6946,-122.12
1517000,3,2.25,2610,9409,47.5789,-122.076
405000,3,2,1660,8174,47.7103,-122.199
1098000,4,3.5,4570,16219,47.5859,-121.968
305000,3,2.5,1610,3516,47.4491,-122.188
96500,3,1,840,12091,47.3281,-122.343
185000,3,1,840,12091,47.3281,-122.343
675000,4,1.75,2220,7230,47.7065,-122.279
615000,3,1.75,1720,4080,47.5747,-122.287
499000,3,2.5,1610,1728,47.6776,-122.318
550000,3,2.5,2290,6328,47.5103,-122.382
400000,4,2.5,2170,204296,47.281,-121.933
990400,3,2.5,2100,4097,47.5983,-122.2
600000,3,2.5,2320,52272,47.587,-122.068
325000,2,1,1120,6236,47.763,-122.291
1620500,3,2.5,3490,9362,47.6605,-122.27
1087500,2,2,2360,11340,47.5835,-122.227
397500,4,2.5,2570,7859,47.3736,-122.045
404500,2,1,1270,3700,47.5949,-122.307
267000,3,2.25,2510,9900,47.2988,-122.374
339000,4,2.5,2900,6918,47.3504,-122.284
1850000,4,2.5,3830,11972,47.7404,-122.284
525000,5,1,1280,3876,47.6605,-122.324
1150000,5,3.5,4350,6218,47.5396,-121.997
387000,2,2.25,1230,1280,47.5942,-122.298
720000,4,2.5,2440,34290,47.6685,-122.044
1500000,4,3.5,4410,12426,47.5518,-122.107
215000,4,2.5,2130,4496,47.3041,-122.28
705000,4,3,3150,9318,47.5959,-122.018
650000,5,2,2400,3500,47.6762,-122.356
638250,4,2.5,2460,8029,47.6262,-122.03
375000,4,2,1620,4600,47.5533,-122.307
842000,4,1.75,2170,9525,47.5685,-122.217
499950,3,2.25,2880,7200,47.7707,-122.35
810000,4,2.5,3280,25211,47.6398,-122.05
637800,4,1.75,2250,4750,47.6738,-122.292
417500,4,1,1390,10800,47.7248,-122.359
265000,4,2,1600,10160,47.2015,-122.003
550000,4,2.5,2050,8683,47.62,-122.043
415000,3,2.75,3900,111514,47.5621,-121.924
452000,2,1,1340,8100,47.7212,-122.364
825000,3,2.25,2980,86636,47.6627,-122.003
665000,3,2.5,1730,3000,47.6532,-122.34
450000,3,2.5,1530,762,47.642,-122.374
460000,4,2.5,2080,17532,47.4835,-122.136
216500,2,1,1060,5200,47.3688,-122.08
450000,3,2,1150,4500,47.6985,-122.348
720168,4,2.25,2120,3794,47.6893,-122.359
652000,3,2,2130,5000,47.6746,-122.362
569500,4,2.5,2340,8248,47.6314,-122.03
411000,4,1.75,2250,292288,47.3787,-122.091
524950,3,1.75,1890,3825,47.6831,-122.381
775000,3,2.5,2780,5467,47.5791,-122.378
570000,3,1.75,2390,9000,47.6809,-122.113
207000,2,1,1130,8160,47.4997,-122.317
540000,2,1,1120,7500,47.619,-122.096
386000,4,2.25,2050,9583,47.3978,-122.313
1697000,3,2,2600,6600,47.6055,-122.285
